callsign,actype,adep,ades,eobt,rfl,dep_rwy,arr_rwy,sid,star,approach,route
SIA708,B78X,WSSS,VTBS,2026-07-09T02:26:54Z,380,,RW19,,TUMG1C,R19,ABTOK M644 ALUMO Y12 ALEMI
AIQ3435,A320,VTBD,VTCC,2026-07-09T02:27:00Z,320,RW21L,RW36,OLVU1B,MARN2A,R36,OLVUK Y26 MARNI
TGW660,E290,WSSS,VTSM,2026-07-09T02:27:54Z,380,,RW17,,,R17,KADAX M626 IKOGA Y95 RUMVA
BKP1187,AT76,VTBS,VTSM,2026-07-09T02:28:00Z,170,RW20L,RW17,KASN1E,,R17,KASNI M757 MABKO W33 SMU
UBA020,B738,VTBS,VYYY,2026-07-09T02:28:00Z,360,RW20L,,NUNL1P,,,NUNLI L507 LUDVI
MMA503,A319,VYYY,WMKK,2026-07-09T02:28:24Z,350,,,,,,EKAVO M626 VALSI M757 KARMI
TGW659,A320,VTSP,WSSS,2026-07-09T02:29:00Z,350,RW27,,EPGO1B,,,EPGOT W14 HTY A334 PASVA
TVJ568,A321,VTBS,RCTP,2026-07-09T02:30:00Z,330,RW20L,,LIPL1J,,,LIPLI Y16 BUTRA
ABY822,A20N,VTBS,OMSJ,2026-07-09T02:31:00Z,380,RW20L,,PAST1E,,,PASTO L301 TANEK
BKP252,AT76,VTSP,VTSM,2026-07-09T02:31:00Z,150,RW27,RW17,EMRI1B,,R17,EMRIT Y99 AKVUG Y93 SMU
AXM553,A320,VLVT,WMKK,2026-07-09T02:32:04Z,360,,,,,,VTN ELNET R470 UDN W21 BKK M904 PIDEL Y11 PASVA
TVJ980,B38M,VTBS,VVPQ,2026-07-09T02:33:00Z,330,RW20L,,RYN1E,,,RYN R334 SAKDA
THA415,B789,VTBS,WMKK,2026-07-09T02:35:00Z,370,RW20L,,KASN1E,,,KASNI M757 KARMI
MMA711,A319,VYYY,ZGGG,2026-07-09T02:35:08Z,350,,,,,,BOMAS A581 BIGVO R202 PAE W25 NAN R215 TOMIP
HVN601,A321,VVTS,VTBS,2026-07-09T02:35:13Z,280,,RW19,,TUMG1C,R19,VAPVU P629 NUGPA
AIQ175,A20N,VTBD,VRMM,2026-07-09T02:36:00Z,320,RW21L,,PAST1B,,,PASTO L301 TANEK
ETD411,B78X,VTSP,OMAA,2026-07-09T02:37:00Z,380,RW27,,UBNE1B,,,UBNEN L645 SAPAM
MMA337,E190,VYMD,VTBS,2026-07-09T02:38:23Z,340,,RW19,,WILA1C,R19,LUDVI L507 IGONI
VJC801,A320,VVTS,VTBS,2026-07-09T02:39:03Z,340,,RW19,,TUMG1C,R19,VAPVU P629 NUGPA
HVN611,A321,VVNB,VTBS,2026-07-09T02:39:38Z,340,,RW19,,NORT1C,R19,VTN R470 UDN W21 NOBER
THA205,A320,VTBS,VTSP,2026-07-09T02:40:00Z,340,RW20L,RW27,VANK1E,SAVS1C,,VANKO Y8 SAVSA
THA103,A320,VTCC,VTBS,2026-07-09T02:40:00Z,310,RW36,RW19,PANT2C,NORT1C,R19,PANTA Y7 BLAFF DCT NORTA
THA242,A320,VTSG,VTBS,2026-07-09T02:41:00Z,330,RW14,RW19,OSPE1G,LEBI1C,R19,OSPEX Y99 NONEL Y98 LEBIM
VJC809,A321,VVTS,VTSP,2026-07-09T02:42:57Z,340,,RW27,,SAVS1C,,SAKDA R575 SMU W32 SAPUD Y8 SAVSA
AIQ3355,A320,VTUD,VTBD,2026-07-09T02:46:00Z,320,RW12,RW21R,ANPU1B,ENDU1B,R21R,Y22/Y23 KKN Y23 KRT Y20 UBLOD DCT ENDUU
TLM753,B738,VTSP,VTBD,2026-07-09T02:46:00Z,330,RW27,RW21R,IGEV1B,SABA1B,R21R,IGEVI Y5 EGUBO Y99 HOTEL DCT SABAI
NOK572,B738,VTBD,VTSB,2026-07-09T02:46:00Z,360,RW21L,RW22,SABI2B,IKER1B,R22,SABIS Y8 IKERA
THA301,A320,VTBS,VYYY,2026-07-09T02:47:00Z,320,RW20L,,NUNL1P,,,NUNLI L507 LUDVI
AIQ3511,A320,VTUI,VTBD,2026-07-09T02:48:00Z,320,RW23,RW21R,OMNI,ENDU1B,R21R,Y22/Y23 KKN Y23 KRT Y20 UBLOD DCT ENDUU
IGO1062,A20N,VTBS,VOMM,2026-07-09T02:49:00Z,320,RW20L,,PAST1E,,,PASTO L301 TANEK
NOK322,B738,VTBD,VTUU,2026-07-09T02:51:00Z,330,RW21L,RW23,ROBK3A,VENP1D,R23,ROBKA A1
CSN3055,B38M,ZGGG,VYYY,2026-07-09T02:52:07Z,340,,,,,,TOMIP R215 NAN R202 BIGVO A581 BOMAS
TLM808,B738,VTBD,VTSG,2026-07-09T02:53:00Z,340,RW21L,RW32,SABI2B,NULM1E,R32,SABIS Y8 SAPUD W32 NULMA
AXM832,A320,WMKK,VTSP,2026-07-09T02:53:01Z,380,,RW27,,URGA1C,,DUBAX R325 URGAD
ABY688,A21N,VTSP,OMSJ,2026-07-09T02:54:00Z,320,RW27,,UBNE1B,,,UBNEN L645 SAPAM
CPA717,A21N,VHHH,VTBS,2026-07-09T02:54:52Z,380,,RW19,,EAST1C,R19,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
NOK522,B738,VTBD,VTSP,2026-07-09T02:55:00Z,360,RW21L,RW27,SABI2B,SAVS1C,,SABIS Y8 SAVSA
BKP924,AT76,VDSA,VTBS,2026-07-09T02:55:41Z,160,,RW19,,TUMG1C,R19,BOKAK B205 OLDIR P629 NUGPA
AIQ636,A320,VTBD,VVDN,2026-07-09T02:57:00Z,330,RW21L,,UPKU3A,,,UPKUP Y16 BUTRA
AIQ3038,A320,VTSP,VTBD,2026-07-09T02:57:00Z,370,RW27,RW21R,IGEV1B,SABA1B,R21R,IGEVI Y5 EGUBO Y99 HOTEL DCT SABAI
LAO224,AT76,VLSK,VLVT,2026-07-09T02:57:26Z,160,,,,,,SAV B460 ROT R470 VTN
BKP124,A319,VTSM,VTBS,2026-07-09T02:58:00Z,300,RW17,RW19,OLBA1B,LEBI1C,R19,OLBAG Y17 DONSI M769 LEBIM
NOK172,B738,VTBD,VTCN,2026-07-09T02:59:00Z,360,RW21L,RW02,UGUV1B,,R02,UGUVO Y27 IBUBU W25 NAN
AIQ3249,A20N,VTUK,VTBD,2026-07-09T02:59:00Z,280,RW21,RW21R,EMRU1A,ENDU1B,R21R,Y22/Y23 KKN Y23 KRT Y20 UBLOD DCT ENDUU
AIQ3399,A320,VTUW,VTBD,2026-07-09T02:59:00Z,360,RW15,RW21R,OMNI,ENDU1B,R21R,Y22/Y23 KKN Y23 KRT Y20 UBLOD DCT ENDUU
T7852,GLEX,VLVT,VTBD,2026-07-09T03:00:26Z,320,,RW21R,,NAKO1B,R21R,VTN R470 UDN W21 NOBER
MMA231,A319,VYYY,WSSS,2026-07-09T03:00:51Z,350,,,,,,EKAVO M626 IKOGA DCT PASVA
AIQ640,A320,VTBD,VVNB,2026-07-09T03:02:00Z,350,RW21L,,UGUV1B,,,UGUVO Y27 PIBAN Y29 PSL W26 CMP W21 UDN R470 VTN
ABD4800,B744,VHHH,VCBI,2026-07-09T03:02:56Z,340,,,,,,SAV A202 RAMEI Y20 BKK L301 TANEK
THA202,A320,VTSP,VTBS,2026-07-09T03:03:00Z,330,RW27,RW19,EMRI1B,LEBI1C,R19,EMRIT Y99 NONEL Y98 LEBIM
NOK542,B738,VTBD,VTSG,2026-07-09T03:04:00Z,360,RW21L,RW32,SABI2B,NULM1E,R32,SABIS Y8 SAPUD W32 NULMA
CXA8643,B738,ZGHA,VTBS,2026-07-09T03:05:56Z,340,,RW19,,NORT1C,R19,VTN R470 UDN W21 NOBER
CES9640,B738,VTCC,ZPPP,2026-07-09T03:06:00Z,300,RW36,,MONL2C,,,MONLO R207 IKISU W22 CTR A581 PONUK
AIQ762,A320,VTBD,VMMC,2026-07-09T03:06:00Z,330,RW21L,,ROBK3A,,,ROBKA A1 SANOT Y15 GUROK A202 SAV
HKC332,A332,VTBS,VHHH,2026-07-09T03:06:00Z,410,RW20L,,SELK1F,,,SELKA A1 SANOT Y15 GUROK A202 SAV
SIA728,B38M,WSSS,VTSP,2026-07-09T03:06:55Z,400,,RW27,,URGA1C,,DUBAX R325 URGAD
ANA848,B789,VTBS,RJTT,2026-07-09T03:07:00Z,370,RW20L,,LIPL1J,,,LIPLI Y16 BUTRA
AXM881,A320,VTBD,WMKK,2026-07-09T03:08:00Z,370,RW21L,,KIGO1B,,,KIGOB Y11 PASVA
BOX531,B77L,VTBS,EDDP,2026-07-09T03:09:00Z,300,RW20L,,TARE1E,,,TARED P646 BETNO
IGO1509,A20N,VOHS,VTBS,2026-07-09T03:09:05Z,350,,RW19,,WILA1C,R19,NURDA L524 IBETO
UAE391,A359,VTSP,OMDB,2026-07-09T03:10:00Z,400,RW27,,UBNE1B,,,UBNEN L645 SAPAM
JAL32,B789,VTBS,RJTT,2026-07-09T03:10:00Z,370,RW20L,,LIPL1J,,,LIPLI Y16 BUTRA
EVA067,B77W,RCTP,VTBS,2026-07-09T03:11:25Z,340,,RW19,,EAST1C,R19,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
TLM533,B739,VTCT,VTBD,2026-07-09T03:12:00Z,350,RW21,RW21R,DUBE1A,NAKO1B,R21R,DUBEN Y28 BLAFF DCT NAKON
CXA853,A21N,ZSAM,VTBS,2026-07-09T03:12:40Z,340,,RW19,,EAST1C,R19,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
BKP129,A319,VTBS,VTSM,2026-07-09T03:13:00Z,310,RW20L,RW17,KASN1E,,R17,KASNI M757 MABKO W33 SMU
THA431,A359,VTBS,WADD,2026-07-09T03:14:00Z,370,RW20L,,BUT1E,,,BUT M904 TIDAR
AIQ4125,A320,VTSP,VTBS,2026-07-09T03:15:00Z,370,RW27,RW19,EMRI1B,LEBI1C,R19,EMRIT Y99 NONEL Y98 LEBIM
BKP216,A320,VTCC,VTBS,2026-07-09T03:16:00Z,330,RW36,RW19,PANT2C,NORT1C,R19,PANTA Y7 BLAFF DCT NORTA
CSN8355,B738,ZGOW,VTBS,2026-07-09T03:16:10Z,280,,RW19,,EAST1C,R19,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
CSZ309,A320,ZGSZ,VTBS,2026-07-09T03:16:19Z,340,,RW19,,EAST1C,R19,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
CSH842,B38M,VTBS,ZSPD,2026-07-09T03:17:00Z,330,RW20L,,SELK1F,,,SELKA A1 SANOT Y15 GUROK A202 SAV
BKP223,A319,VTBS,VTCC,2026-07-09T03:18:00Z,320,RW20L,RW36,OLVU1E,MARN2A,R36,OLVUK Y26 MARNI
MFX5538,A21N,VVCR,UZTT,2026-07-09T03:18:29Z,320,,,,,,PAK B202 UBL G473 CMP W26 PSL G473 MAKAS
THA587,A320,VDTI,VTBS,2026-07-09T03:18:59Z,320,,RW19,,TUMG1C,R19,VAPVU P629 NUGPA
AIQ610,A320,VTBD,VDSA,2026-07-09T03:20:00Z,270,RW21L,,GORS1B,,,GORSI N506 GOMES B204 AGEDO
TVJ350,A320,VTBS,VTSB,2026-07-09T03:20:00Z,340,RW20L,RW22,VANK1E,IKER1B,R22,VANKO Y8 IKERA
BKP272,A319,VTSP,VTBS,2026-07-09T03:20:00Z,350,RW27,RW19,EMRI1B,LEBI1C,R19,EMRIT Y99 NONEL Y98 LEBIM
THA131,A320,VTCT,VTBS,2026-07-09T03:21:00Z,330,RW21,RW19,DUBE1A,NORT1C,R19,DUBEN Y28 BLAFF DCT NORTA
TVJ201,B38M,VTUD,VTBS,2026-07-09T03:22:00Z,340,RW12,RW19,ANPU1B,EAST1C,R19,Y22/Y23 KKN Y23 KRT Y20 UBLOD DCT EASTE
TLM754,B738,VTBD,VTSP,2026-07-09T03:22:00Z,340,RW21L,RW27,SABI2B,SAVS1C,,SABIS Y8 SAVSA
THA104,A320,VTBS,VTCC,2026-07-09T03:22:00Z,340,RW20L,RW36,OLVU1E,MARN2A,R36,OLVUK Y26 MARNI
UAE375,B77W,VTBS,OMDB,2026-07-09T03:24:00Z,340,RW20L,,PAST1E,,,PASTO L301 TANEK
CPA755,B773,VHHH,VTBS,2026-07-09T03:24:34Z,380,,RW19,,EAST1C,R19,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
QTR839,B77W,VTBS,OTHH,2026-07-09T03:25:00Z,320,RW20L,,PAST1E,,,PASTO L301 TANEK
CSN8079,A20N,ZGGG,VTBS,2026-07-09T03:25:24Z,300,,RW19,,EAST1C,R19,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
AIQ3254,A20N,VTBD,VTUK,2026-07-09T03:26:00Z,270,RW21L,RW03,ROBK3A,,R03,ROBKA A1 SELKA Y14 KRT Y23 KKN Y23/Y22
THA614,A359,VTBS,ZBAA,2026-07-09T03:27:00Z,360,RW20L,,UGUV1E,,,UGUVO Y27 PIBAN Y29 PSL W26 CMP W21 UDN R470 VTN
HVN51,B789,VVTS,EGLL,2026-07-09T03:27:13Z,280,,,,,,VAPVU P629 BKK L507 LUDVI
CSN8075,A321,ZGSZ,VTBS,2026-07-09T03:27:13Z,180,,RW19,,EAST1C,R19,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
OMA834,B789,VTSP,OOMS,2026-07-09T03:28:00Z,400,RW27,,UBNE1B,,,UBNEN L645 SAPAM
TLM825,B738,VTST,VTBD,2026-07-09T03:28:00Z,240,RW08,RW21R,,SABA1B,R21R,TRN W24 BITEN Y99 HOTEL DCT SABAI
PTW914,AT75,VTBS,VYYY,2026-07-09T03:29:00Z,160,RW20L,,TARE1E,,,BETNO
TVJ102,A321,VTBS,VTCC,2026-07-09T03:29:00Z,340,RW20L,RW36,OLVU1E,MARN2A,R36,OLVUK Y26 MARNI
TLM507,B738,VTCC,VTBD,2026-07-09T03:30:00Z,330,RW36,RW21R,PANT2C,NAKO1B,R21R,PANTA Y7 BLAFF DCT NAKON
BHD211,C750,VTUK,VTCT,2026-07-09T03:30:00Z,240,RW21,RW03,ONUV1B,,R03,CMP W16 PANKU W15 PAE DCT IKISU W22 BENVI
AIQ3427,A21N,VTBD,VTCC,2026-07-09T03:30:00Z,320,RW21L,RW36,OLVU1B,MARN2A,R36,OLVUK Y26 MARNI
VAM04,DC3T,VTPP,VTUN,2026-07-09T03:30:00Z,90,RW32,RW24,PEBL1A,,,PEBLI W9 BLAFF
CSC3995,A21N,ZUTF,WMKK,2026-07-09T03:30:48Z,340,,,,,,VTN R470 UDN W21 BKK M904 BUT Y11 PASVA
HKE705,A21N,VTBS,VHHH,2026-07-09T03:31:00Z,370,RW20L,,LIPL1J,,,LIPLI Y16 BUTRA
AIQ635,A21N,VVDN,VTBD,2026-07-09T03:31:38Z,340,,RW21R,,ENDU1B,R21R,BUTRA A1 UBL Y20 UBLOD
MXD184,B38M,WMKK,VNKT,2026-07-09T03:31:42Z,340,,,,,,DUBAX R325 PUT L515 IKULA
BKP125,A319,VTBS,VTSM,2026-07-09T03:33:00Z,310,RW20L,RW17,KASN1E,,R17,KASNI M757 MABKO W33 SMU
EVA211,B77W,RCTP,VTBS,2026-07-09T03:33:18Z,340,,RW19,,EAST1C,R19,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
AIQ4105,A320,VTCC,VTBS,2026-07-09T03:34:00Z,370,RW36,RW19,PANT2C,NORT1C,R19,PANTA Y7 BLAFF DCT NORTA
AIQ3118,A320,VTBD,VTSS,2026-07-09T03:35:00Z,370,RW21L,RW26,KASN1B,OBLE1B,R26,KASNI M757 OBLEX
AZG8586,B744,VTBS,UBBB,2026-07-09T03:35:00Z,320,RW20L,,TARE1E,,,TARED P646 BETNO
THA204,A21N,VTSP,VTBS,2026-07-09T03:35:00Z,350,RW27,RW19,EMRI1B,LEBI1C,R19,EMRIT Y99 NONEL Y98 LEBIM
AIQ657,A320,VVTS,VTBD,2026-07-09T03:35:12Z,320,,RW21R,,SEHN1B,R21R,VAPVU P629 NUGPA
BKP941,AT76,VTBS,VLLB,2026-07-09T03:36:00Z,170,RW20L,,NOBE1P,,,NOBER W21 UDN R470 VTN
THY209,A359,WSSS,LTFM,2026-07-09T03:36:12Z,360,,,,,,DUBAX R325 PUT L759 TAVUN
VSV5333,B38M,VVCR,UAII,2026-07-09T03:36:33Z,340,,,,,,PAK B202 UBL R470 ROT Y22 KKN W16 CMP W26 PSL G473 MAKAS
KAL660,A333,VTBS,RKSI,2026-07-09T03:37:00Z,370,RW20L,,LIPL1J,,,LIPLI Y16 BUTRA
HKE739,A21N,VTCC,VHHH,2026-07-09T03:37:00Z,370,RW36,,MONL2C,,,MONLO W12 NAN R215 TOMIP
AIC2146,A21N,WADD,VIDP,2026-07-09T03:37:57Z,320,,,,,,DUBAX R325 PUT L759 TAVUN
TLM705,B738,VTSS,VTBD,2026-07-09T03:38:00Z,360,RW26,RW21R,DAND1C,SABA1B,R21R,DANDO M769 GOKEX Y96 EMTIX Y99 HOTEL DCT SABAI
NOK101,B738,VTCT,VTBD,2026-07-09T03:39:00Z,370,RW21,RW21R,DUBE1A,NAKO1B,R21R,DUBEN Y28 BLAFF DCT NAKON
TVJ304,A321,VTBS,VTSP,2026-07-09T03:39:00Z,340,RW20L,RW27,VANK1E,SAVS1C,,VANKO Y8 SAVSA
AXM866,A320,WMKK,VTSG,2026-07-09T03:39:07Z,360,,RW32,,TUNR1E,R32,TAMOS A457 HTY W14 TRN W32 TUNRA
THA668,A359,VTBS,ZGGG,2026-07-09T03:41:00Z,370,RW20L,,SELK1F,,,SELKA A1 SANOT Y15 GUROK A202 SAV
AIQ3212,A21N,VTBD,VTSG,2026-07-09T03:42:00Z,360,RW21L,RW32,SABI2B,NULM1E,R32,SABIS Y8 SAPUD W32 NULMA
AIQ3117,A320,VTSS,VTBD,2026-07-09T03:43:00Z,380,RW26,RW21R,DAND1C,SABA1B,R21R,DANDO M769 GOKEX Y96 EMTIX Y99 HOTEL DCT SABAI
AIQ3030,A21N,VTSP,VTBD,2026-07-09T03:43:00Z,370,RW27,RW21R,IGEV1B,SABA1B,R21R,IGEVI Y5 EGUBO Y99 HOTEL DCT SABAI
THA319,A320,VTBS,VNKT,2026-07-09T03:44:00Z,340,RW20L,,NUNL1P,,,NUNLI L507 LUDVI
AIQ3542,A20N,VTBD,VTUL,2026-07-09T03:44:00Z,340,RW21L,RW19,NOBE2B,,R19,NOBER W21 CMP B218 BOVGO
VPCTS,GLF6,WIII,VTBD,2026-07-09T03:44:16Z,400,,RW21R,,SEHN1B,R21R,ABTOK M644 RYN
THA628,A320,VTBS,VHHH,2026-07-09T03:45:00Z,330,RW20L,,SELK1F,,,SELKA A1 SANOT Y15 GUROK A202 SAV
QTR843,B77W,VTSP,OTHH,2026-07-09T03:45:00Z,340,RW27,,UBNE1B,,,UBNEN L645 SAPAM
KZR932,A21N,VTBS,UAAA,2026-07-09T03:47:00Z,320,RW20L,,TARE1E,,,TARED G463 BETNO
AIQ5423,A320,VTSB,VTCC,2026-07-09T03:47:00Z,390,RW04,RW36,NIXE1C,MARN2A,R36,NIXET Y99 BKK Y26 MARNI
CCA413,A21N,ZUTF,VTSP,2026-07-09T03:47:52Z,320,,RW27,,IGEV1C,,VTN R470 ELNET
TVJ414,A320,VTCC,VTSP,2026-07-09T03:48:00Z,370,RW36,RW27,PANT2C,SAVS1C,,PANTA Y7 BKK Y8 SAVSA
AIQ3130,A320,VTBD,VTSC,2026-07-09T03:48:00Z,370,RW21L,RW20,KASN1B,,R20,KASNI M757 ROBDA W19 NTW
FDX5148,B763,VTBS,WSSS,2026-07-09T03:49:00Z,350,RW20L,,KASN1E,,,KASNI M757 KARMI
SIA722,A359,WSSS,VTBS,2026-07-09T03:49:31Z,400,,RW19,,TUMG1C,R19,ABTOK M644 ALUMO Y12 ALEMI
NOK124,B738,VTBD,VTCC,2026-07-09T03:50:00Z,360,RW21L,RW36,OLVU1B,MARN2A,R36,OLVUK Y26 MARNI
AIQ3202,A320,VTCT,VTBD,2026-07-09T03:50:00Z,370,RW21,RW21R,DUBE1A,NAKO1B,R21R,DUBEN Y28 BLAFF DCT NAKON
AMU995,A321,VTBS,VMMC,2026-07-09T03:51:00Z,330,RW20L,,SELK1F,,,SELKA A1 SANOT Y15 GUROK A202 SAV
AIQ3374,A20N,VTBD,VTUU,2026-07-09T03:52:00Z,330,RW21L,RW23,ROBK3A,VENP1D,R23,ROBKA A1
THA042,A21N,VTBS,VTUK,2026-07-09T03:53:00Z,250,RW20L,RW03,SELK1F,,R03,SELKA Y14 KRT Y23 KKN Y23/Y22
THA321,A333,VTBS,VGHS,2026-07-09T03:55:00Z,360,RW20L,,NUNL1P,,,NUNLI L507 LUDVI
AIQ357,A21N,VTBD,WSSS,2026-07-09T03:56:00Z,350,RW21L,,KIGO1B,,,KIGOB Y11 PASVA
AFL285,B77W,VTSP,UUEE,2026-07-09T03:58:00Z,300,RW27,,SATV1A,,,SATVA L759 TAVUN
AIQ323,A320,VTBD,WMKP,2026-07-09T03:58:00Z,370,RW21L,,KASN1B,,,KASNI M757 KARMI
BKP127,AT76,VTBS,VTSM,2026-07-09T03:59:00Z,170,RW20L,RW17,KASN1E,,R17,KASNI M757 MABKO W33 SMU
MMA336,A320,VTBS,VYYY,2026-07-09T04:00:00Z,340,RW20L,,TARE1E,,,TARED G463 BETNO
BKP275,A319,VTBS,VTSP,2026-07-09T04:01:00Z,340,RW20L,RW27,VANK1E,SAVS1C,,VANKO Y8 SAVSA
CQH8891,A320,ZSPD,VTBS,2026-07-09T04:01:30Z,320,,RW19,,EAST1C,R19,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
AIQ3564,A320,VTBD,VTUV,2026-07-09T04:02:00Z,290,RW21L,RW36,ROBK3A,,R36,ROBKA A1 TOPER W42 RAMEI W38
AIQ3436,A320,VTCC,VTBD,2026-07-09T04:02:00Z,350,RW36,RW21R,PANT2C,NAKO1B,R21R,PANTA Y7 BLAFF DCT NAKON
THA618,A21N,VTBS,ZUTF,2026-07-09T04:03:00Z,340,RW20L,,UGUV1E,,,UGUVO Y27 IBUBU W25 NAN R215 TOMIP
BKP293,AT76,VTSM,VTBU,2026-07-09T04:03:00Z,180,RW17,RW18,OLBA1B,,R18,OLBAG Y17 DONSI M769 SURMA W42 ASEKU DCT BUT
BKP250,AT76,VTSP,VTSM,2026-07-09T04:03:00Z,150,RW27,RW17,EMRI1B,,R17,EMRIT Y99 AKVUG Y93 SMU
THA207,A320,VTBS,VTSP,2026-07-09T04:04:00Z,340,RW20L,RW27,VANK1E,SAVS1C,,VANKO Y8 SAVSA
CAL834,A333,VTBS,RCTP,2026-07-09T04:06:00Z,350,RW20L,,LIPL1J,,,LIPLI Y16 BUTRA
BKP452,AT76,VTSM,VTBD,2026-07-09T04:06:00Z,160,RW17,RW21R,OLBA1B,SABA1B,R21R,OLBAG Y17 DONSI M769 GOKEX Y96 EMTIX Y99 HOTEL DCT SABAI
TVJ960,B38M,VTBS,VVDN,2026-07-09T04:08:00Z,330,RW20L,,LIPL1J,,,LIPLI Y16 BUTRA
IGO1074,A21N,VTSP,VIDP,2026-07-09T04:08:00Z,360,RW27,,SATV1A,,,SATVA L759 TAVUN
AIQ3923,A320,VTBD,VTCL,2026-07-09T04:08:00Z,320,RW21L,RW36,OLVU1B,IBIR1A,R36,OLVUK Y26 BEBUV Y33 IBIRI
CHH429,B38M,ZBAA,VTBS,2026-07-09T04:08:00Z,360,,RW19,,NORT1C,R19,VTN R470 UDN W21 NOBER
THA551,A320,VVTS,VTBS,2026-07-09T04:08:09Z,320,,RW19,,TUMG1C,R19,VAPVU P629 NUGPA
PAL730,B77W,RPLL,VTBS,2026-07-09T04:08:15Z,340,,RW19,,TUMG1C,R19,TUPGO M633 DULEM DCT GOMES
THA664,A359,VTBS,ZSPD,2026-07-09T04:10:00Z,360,RW20L,,UGUV1E,,,UGUVO Y27 PIBAN Y29 PSL W26 CMP W21 UDN R470 VTN
TLM508,B739,VTBD,VTCC,2026-07-09T04:10:00Z,320,RW21L,RW36,OLVU1B,MARN2A,R36,OLVUK Y26 MARNI
CBJ419,A320,ZSHC,VTBS,2026-07-09T04:10:05Z,300,,RW19,,NORT1C,R19,VTN R470 UDN W21 NOBER
TGW682,E290,WSSS,VTSG,2026-07-09T04:10:49Z,380,,RW32,,TUNR1E,R32,TAMOS A457 HTY W14 TRN W32 TUNRA
TGW661,E290,VTSM,WSSS,2026-07-09T04:12:00Z,350,RW17,,RUMV1A,,,RUMVA Y95 IKOGA Y24 PASVA
OMS464,A21N,VTBS,OOMS,2026-07-09T04:12:00Z,320,RW20L,,PAST1E,,,PASTO L301 TANEK
TLM604,B738,VTBD,VTUD,2026-07-09T04:13:00Z,310,RW21L,RW30,ROBK3A,ANPU1A,R30,ROBKA A1 SELKA Y14 KRT Y23 KKN Y23/Y22
CHH7940,A20N,VTBS,ZJHK,2026-07-09T04:14:00Z,330,RW20L,,SELK1F,,,SELKA A1 SANOT Y15 GUROK A202 SAV
AXM833,A320,VTSP,WMKK,2026-07-09T04:14:00Z,390,RW27,,REBE1B,,,REBED B579 DALAN
CPA750,A333,VTBS,VHHH,2026-07-09T04:15:00Z,410,RW20L,,LIPL1J,,,LIPLI Y16 BUTRA
AIQ3159,A320,VTSP,VTCC,2026-07-09T04:16:00Z,370,RW27,RW36,IGEV1B,MARN2A,R36,IGEVI Y5 EGUBO Y99 BKK Y26 MARNI
BKP253,AT76,VTSM,VTSP,2026-07-09T04:16:00Z,140,RW17,RW27,DORN1A,SAVS1C,,DORNA W32 SAPUD Y8 SAVSA
CAL831,A359,RCTP,VTBS,2026-07-09T04:16:09Z,400,,RW19,,EAST1C,R19,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
TVJ965,B38M,VVDN,VTBS,2026-07-09T04:16:54Z,340,,RW19,,EAST1C,R19,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
CQH7502,A320,VTBS,ZUTF,2026-07-09T04:17:00Z,320,RW20L,,UGUV1E,,,UGUVO Y27 IBUBU W25 NAN R215 TOMIP
THA561,A320,VVNB,VTBS,2026-07-09T04:17:59Z,340,,RW19,,NORT1C,R19,VTN R470 UDN W21 NOBER
CEB930,A21N,VTBS,RPLL,2026-07-09T04:20:00Z,330,RW20L,,GOME1E,,,GOMES B204 AGEDO
NOK503,B738,VTSS,VTBD,2026-07-09T04:20:00Z,380,RW26,RW21R,DAND1C,SABA1B,R21R,DANDO M769 GOKEX Y96 EMTIX Y99 HOTEL DCT SABAI
LAO303,AT75,VLVT,VLPS,2026-07-09T04:20:18Z,170,,,,,,VTN R470 UBL B202 PAK
FFM3610,B738,WMKK,VTSG,2026-07-09T04:20:33Z,260,,RW32,,TUNR1E,R32,TAMOS A457 HTY W14 TRN W32 TUNRA
VHULJ,LJ60,WSSL,VECC,2026-07-09T04:20:48Z,400,,,,,,DUBAX R325 PUT L515 IKULA
TGW625,B788,VTBS,WSSS,2026-07-09T04:22:00Z,390,RW20L,,BUT1E,,,BUT Y11 PASVA
AIQ157,A320,VTCC,VTSS,2026-07-09T04:22:00Z,370,RW36,RW26,PANT2C,OBLE1B,R26,PANTA Y7 BKK M757 OBLEX
S3AGC,C130,VGHS,VTBD,2026-07-09T04:23:33Z,130,,RW21R,,WEHA1B,R21R,BETNO G463 TARED
T7A187,GLEX,VTSG,WIHH,2026-07-09T04:24:00Z,410,RW14,,TUNR1G,,,TUNRA W32 TRN W14 HTY A464 KARMI
NOK323,B738,VTUU,VTBD,2026-07-09T04:24:00Z,320,RW23,RW21R,ASAB1B,ENDU1B,R21R,Y20 UBLOD DCT ENDUU
