callsign,actype,adep,ades,eobt,rfl,gs,dep_rwy,arr_rwy,sid,star,approach,route
TAX601,A333,RJAA,VTBD,2025-12-23 00:15,340,450,,RW21R,,ENDU3A,R21R,BUTRA A1 UBL Y20 UBLOD
THA402,A320,WSSS,VTBS,2025-12-23 00:15,380,495,,RW01,,TUMG1D,R01,ABTOK M644 ALUMO Y12 ALEMI
THA663,B772,ZSPD,VTBS,2025-12-23 00:15,400,470,,RW01,,EAST1D,R01,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
AIQ251,A320,VTBD,VYYY,2025-12-23 00:20,340,460,RW21L,,TARE3C,,,TARED P646 BETNO
MMA501,A319,VYYY,WMKK,2025-12-23 00:20,350,455,,,,,,EKAVO M626 VALSI M757 KARMI
SIA726,B38M,WSSS,VTSP,2025-12-23 00:20,360,470,,RW09,,URGA1C,,DUBAX R325 URGAD
TLM670,B738,VTBD,VTUW,2025-12-23 00:20,350,460,RW21L,RW15,ROBK3C,,R15,ROBKA A1 SELKA Y14 KRT Y23 KKN Y23/Y22
AIQ3148,A320,VTBD,VTSE,2025-12-23 00:25,280,420,RW21L,RW24,SABI3C,,R24,SABIS Y8 MENEX W34 CPN
AIQ3250,A320,VTBD,VTUK,2025-12-23 00:25,310,445,RW21L,RW03,ROBK3C,,R03,ROBKA A1 SELKA Y14 KRT Y23 KKN Y23/Y22
AIQ634,A21N,VTBD,VVDN,2025-12-23 00:25,330,460,RW21L,,UPKU3C,,,UPKUP Y16 BUTRA
EVA211,B77W,RCTP,VTBS,2025-12-23 00:25,360,470,,RW01,,EAST1D,R01,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
THA102,A320,VTBS,VTCC,2025-12-23 00:25,340,450,RW02R,RW36,OLVU1H,MARN2A,R36,OLVUK Y26 MARNI
THA586,A320,VTBS,VDTI,2025-12-23 00:25,330,465,RW02R,,GOME1S,,,GOMES N506 BOKAK
TLM734,B738,VTBD,VTSB,2025-12-23 00:25,300,460,RW21L,RW22,SABI3C,IKER1A,R22,SABIS Y8 IKERA
AIQ4212,A320,VTBS,VTSB,2025-12-23 00:30,380,440,RW02R,RW22,VANK1H,IKER1A,R22,VANKO Y8 IKERA
AIQ656,A320,VTBD,VVTS,2025-12-23 00:30,330,460,RW21L,,GORS3C,,,GORSI N506 BOKAK
AIQ8163,A320,VTSP,VTBD,2025-12-23 00:30,370,460,RW09,RW21R,IGEV1A,SABA3A,R21R,IGEVI Y5 EGUBO Y99 HOTEL DCT SABAI
BKP121,A319,VTBS,VTSM,2025-12-23 00:30,330,440,RW02R,RW17,KASN1H,,R17,KASNI M757 MABKO W33 SMU
BKP408,AT76,VTSP,VTSM,2025-12-23 00:30,150,245,RW09,RW17,EMRI1A,,R17,EMRIT Y99 AKVUG Y93 SMU
CBG8909,A320,ZGNN,VTBS,2025-12-23 00:30,320,465,,RW01,,NORT1D,R01,VTN R470 UDN W21 NOBER
CPA705,A333,VHHH,VTBS,2025-12-23 00:30,360,475,,RW01,,EAST1D,R01,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
CPA787,A333,VHHH,VTSP,2025-12-23 00:30,380,465,,RW09,,SAVS1C,,BUTRA A1 UBL W1 RAMEI W42 MENEX Y8 SAVSA
LAO515,AT76,VLVT,VLPS,2025-12-23 00:30,170,255,,,,,,VTN R470 UBL B202 PAK
RJA182,B789,OJAI,VTBS,2025-12-23 00:30,410,495,,RW01,,WILA1D,R01,TANEK L301 PASTO
AIC2381,A21N,WSSS,VIDP,2025-12-23 00:35,380,495,,,,,,DUBAX R325 PUT L759 TAVUN
AIQ3140,A320,VTBD,VTSR,2025-12-23 00:35,340,455,RW21L,,SABI3C,,,SABIS Y8 MENEX W34 RAN
CES541,B789,ZSPD,VTBS,2025-12-23 00:35,340,445,,RW01,,EAST1D,R01,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
CQN2095,A20N,ZUCK,WSSS,2025-12-23 00:35,360,460,,,,,,YAKUA B346 BKK M904 BUT Y11 PASVA
THA241,A320,VTBS,VTSG,2025-12-23 00:35,340,455,RW02R,RW32,VANK1H,NULM1E,R32,VANKO Y8 SAPUD W32 NULMA
THA659,A359,RKSI,VTBS,2025-12-23 00:35,400,465,,RW01,,EAST1D,R01,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
TLM550,B738,VTBD,VTPP,2025-12-23 00:35,220,400,RW21L,RW32,UGUV3C,,R32,UGUVO Y27 PIBAN
AIQ1032,A320,VTBD,VLLB,2025-12-23 00:40,370,455,RW21L,,NOBE4C,,,NOBER W21 UDN R470 VTN
CHH7939,A20N,ZJHK,VTBS,2025-12-23 00:40,340,445,,RW01,,EAST1D,R01,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
CQH8521,A20N,ZSPD,VTSP,2025-12-23 00:40,340,455,,RW09,,SAVS1C,,SAV A202 RAMEI W42 MENEX Y8 SAVSA
CXA853,A21N,ZSAM,VTBS,2025-12-23 00:40,340,450,,RW01,,EAST1D,R01,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
FDX6091,B763,VVTS,VTBS,2025-12-23 00:40,340,470,,RW01,,TUMG1D,R01,VAPVU P629 NUGPA
LAO441,AT76,VLVT,VTBS,2025-12-23 00:40,300,400,,RW01,,NORT1D,R01,VTN R470 UDN W21 NOBER
THA201,A320,VTBS,VTSP,2025-12-23 00:40,360,470,RW02R,RW09,VANK1H,SAVS1C,,VANKO Y8 SAVSA
TLM620,B738,VTBD,VTUU,2025-12-23 00:40,290,450,RW21L,RW05,ROBK3C,VENP1C,R05,ROBKA A1
AIQ230,A21N,VTBD,RCTP,2025-12-23 00:45,370,470,RW21L,,UPKU3C,,,UPKUP Y16 BUTRA
BKP1112,A319,VTSM,VTBS,2025-12-23 00:45,160,260,RW35,RW01,OLBA1B,LEBI1D,R01,OLBAG Y17 DONSI M769 LEBIM
BKP270,A319,VTSP,VTBS,2025-12-23 00:45,390,455,RW09,RW01,EMRI1A,LEBI1D,R01,EMRIT Y99 NONEL Y98 LEBIM
THA560,A320,VTBS,VVNB,2025-12-23 00:45,350,465,RW02R,,UGUV1H,,,UGUVO Y27 PIBAN Y29 PSL W26 CMP R474 VTN
THA588,A320,VTBS,VDSA,2025-12-23 00:45,290,455,RW02R,,GOME1S,,,GOMES N506 BOKAK
THA641,A320,RJAA,VTBS,2025-12-23 00:45,400,460,,RW01,,EAST1D,R01,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
AIQ3241,A320,VTBD,VTST,2025-12-23 00:50,340,455,RW21L,RW08,SABI3C,,R08,SABIS Y8 SAPUD W24 TRN
AIQ4124,A320,VTBS,VTSP,2025-12-23 00:50,340,455,RW02R,RW09,VANK1H,SAVS1C,,VANKO Y8 SAVSA
AXM880,A320,WMKK,VTBD,2025-12-23 00:50,360,465,,RW21R,,SABA3A,R21R,RIGTO M769 GOKEX Y96 EMTIX Y99 HOTEL
CES9622,B738,VTBS,ZPPP,2025-12-23 00:50,350,440,RW02R,,UGUV1H,,,UGUVO Y27 IKISU W22 CTR A581 PONUK
KAL657,B77W,RKSI,VTBS,2025-12-23 00:50,380,460,,RW01,,EAST1D,R01,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
NOK361,B738,VTUI,VTBD,2025-12-23 00:50,340,465,RW05,RW21R,OMNI,ENDU3A,R21R,Y22/Y23 KKN Y23 KRT Y20 UBLOD DCT ENDUU
TLM771,B738,VTSP,VTBD,2025-12-23 00:50,330,440,RW09,RW21R,IGEV1A,SABA3A,R21R,IGEVI Y5 EGUBO Y99 HOTEL DCT SABAI
AIQ480,A320,VTBD,ZGHA,2025-12-23 00:55,350,465,RW21L,,NOBE4C,,,NOBER W21 CMP R474 VTN
AIQ646,A320,VTBD,VVCR,2025-12-23 00:55,350,465,RW21L,,GORS3C,,,GORSI N506 GOMES B204 AGEDO
BKP104,A319,VTSM,VTBS,2025-12-23 00:55,340,430,RW35,RW01,OLBA1B,LEBI1D,R01,OLBAG Y17 DONSI M769 LEBIM
BKP903,AT76,VTBS,VDSA,2025-12-23 00:55,170,250,RW02R,,GOME1S,,,GOMES N506 BOKAK
CPA756,A333,VTBS,VHHH,2025-12-23 00:55,410,480,RW02R,,LIPL1S,,,LIPLI Y16 BUTRA
ETD435,A21N,VDTI,OMAA,2025-12-23 00:55,320,480,,,,,,VAPVU P629 MUBUS M633 TANEK
MAS172,B38M,WMKK,VIDP,2025-12-23 00:55,360,470,,,,,,DUBAX R325 PUT L759 TAVUN
MMA335,A320,VYYY,VTBS,2025-12-23 00:55,310,455,,RW01,,WILA1D,R01,BETNO G463 TARED
SVA870,B789,OEJN,RPLL,2025-12-23 00:55,410,495,,,,,,NURDA L524 BKK N506 GOMES B204 AGEDO
TAX613,A333,RJBB,VTBD,2025-12-23 00:55,380,450,,RW21R,,ENDU3A,R21R,BUTRA Y16 UPKUP
TGW678,E290,WSSS,VTSP,2025-12-23 00:55,360,470,,RW09,,URGA1C,,DUBAX R325 URGAD
TLM100,B738,VTBD,WSSS,2025-12-23 00:55,350,460,RW21L,,KIGO3C,,,KIGOB Y11 PASVA
AIC2378,A20N,VIDP,VTSP,2025-12-23 01:00,370,450,,RW09,,SATV1C,,TAVUN L759 SATVA
AIQ737,A320,RJFF,VTBD,2025-12-23 01:00,300,465,,RW21R,,NAKO3A,R21R,VTN R470 UDN W21 NOBER
APG285,A320,RPLL,VTBD,2025-12-23 01:00,340,445,,RW21R,,SEHN3A,R21R,TUPGO M633 DULEM
BKP271,A319,VTBS,VTSP,2025-12-23 01:00,340,465,RW02R,RW09,VANK1H,SAVS1C,,VANKO Y8 SAVSA
BOX531,B77L,VTBS,OBBI,2025-12-23 01:00,320,505,RW02R,,PAST1H,,,PASTO L301 TANEK
CBY02,AT75,VTBD,VTPP,2025-12-23 01:00,140,250,RW21L,RW32,UGUV3C,,R32,UGUVO Y27 PIBAN
CQH7419,A20N,ZGGG,VTBS,2025-12-23 01:00,340,450,,RW01,,EAST1D,R01,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
FIN142,A359,VTBS,EFHK,2025-12-23 01:00,360,490,RW02R,,TARE1H,,,TARED P646 BETNO
HSAMB,A320,VTBD,VTCT,2025-12-23 01:00,240,250,RW21L,RW03,UGUV3C,,R03,UGUVO Y27 IKISU W22 BENVI
LAO223,AT76,VLVT,VLSK,2025-12-23 01:00,170,250,,,,,,VTN R470 ROT B460 SAV
LKY625,C130,VTBD,VTBP,2025-12-23 01:00,140,310,RW21L,RW08,UKER3C,,,MOTNA G458 UKERA
MAS784,B38M,WMKK,VTBS,2025-12-23 01:00,360,470,,RW01,,LEBI1D,R01,RIGTO M769 LEBIM
SIA308,B38M,WSSS,EGLL,2025-12-23 01:00,340,520,,,,,,PASVA Y24 IKOGA M626 EKAVO
TGW676,E290,WSSS,VTCC,2025-12-23 01:00,360,465,,RW36,,MARN2A,R36,GOLUD M751 BKK Y26 MARNI
THA203,A21N,VTBS,VTSP,2025-12-23 01:00,360,445,RW02R,RW09,VANK1H,SAVS1C,,VANKO Y8 SAVSA
THA403,A359,VTBS,WSSS,2025-12-23 01:00,410,475,RW02R,,BUT1H,,,BUT Y11 PASVA
THA620,A21N,VTBS,RPLL,2025-12-23 01:00,370,505,RW02R,,GOME1S,,,GOMES B204 AGEDO
THA652,A359,VTBS,RKSI,2025-12-23 01:00,410,510,RW02R,,LIPL1S,,,LIPLI Y16 BUTRA
THA671,B789,RJCC,VTBS,2025-12-23 01:00,400,460,,RW01,,EAST1D,R01,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
TLM503,B738,VTCC,VTBD,2025-12-23 01:00,330,470,RW36,RW21R,PANT2C,NAKO3A,R21R,PANTA Y7 BLAFF DCT NAKON
TLM600,B738,VTBD,VTUD,2025-12-23 01:00,310,445,RW21L,RW30,ROBK3C,ANPU1C,R30,ROBKA A1 SELKA Y14 KRT Y23 KKN Y23/Y22
TVJ331,B38M,VTSF,VTBS,2025-12-23 01:00,340,470,RW01,RW01,TAWI1A,LEBI1D,R01,NKS Y94 DOXAS M769 LEBIM
AIQ1043,A320,VLVT,VTBD,2025-12-23 01:05,300,460,,RW21R,,NAKO3A,R21R,VTN CMP W21 NOBER
BKP123,A319,VTBS,VTSM,2025-12-23 01:05,350,445,RW02R,RW17,KASN1H,,R17,KASNI M757 MABKO W33 SMU
BKP215,A320,VTBS,VTCC,2025-12-23 01:05,360,445,RW02R,RW36,OLVU1H,MARN2A,R36,OLVUK Y26 MARNI
CQH7421,A320,ZSPD,VTBS,2025-12-23 01:05,340,455,,RW01,,EAST1D,R01,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
JAL708,B788,VTBS,RJAA,2025-12-23 01:05,410,510,RW02R,,LIPL1S,,,LIPLI Y16 BUTRA
LAO305,A320,VLVT,VLPS,2025-12-23 01:05,310,415,,,,,,VTN R470 UBL B202 PAK
NOK102,B738,VTBD,VTCT,2025-12-23 01:05,360,445,RW21L,RW03,UGUV3C,,R03,UGUVO Y27 IKISU W22 BENVI
NOK125,B738,VTCC,VTBD,2025-12-23 01:05,370,455,RW36,RW21R,PANT2C,NAKO3A,R21R,PANTA Y7 BLAFF DCT NAKON
NOK321,B738,VTUU,VTBD,2025-12-23 01:05,320,465,RW05,RW21R,ASAB1B,ENDU3A,R21R,Y20 UBLOD DCT ENDUU
SIA728,B38M,WSSS,VTSP,2025-12-23 01:05,360,470,,RW09,,URGA1C,,DUBAX R325 URGAD
TLM824,B738,VTBD,VTST,2025-12-23 01:05,340,460,RW21L,RW08,SABI3C,,R08,SABIS Y8 SAPUD W24 TRN
AIQ3416,A320,VTBD,VTCC,2025-12-23 01:10,340,445,RW21L,RW36,OLVU3C,MARN2A,R36,OLVUK Y26 MARNI
AIQ3554,A20N,VTBD,VTCN,2025-12-23 01:10,320,440,RW21L,RW02,UGUV3C,,R02,UGUVO Y27 IBUBU W25 NAN
BKP301,A319,VTBS,VTBO,2025-12-23 01:10,150,265,RW02R,RW23,RYN1H,,R23,RYN
CPA717,A21N,VHHH,VTBS,2025-12-23 01:10,400,450,,RW01,,EAST1D,R01,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
CSZ309,A320,ZGSZ,VTBS,2025-12-23 01:10,300,450,,RW01,,EAST1D,R01,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
MAS786,B38M,WMKK,VTSP,2025-12-23 01:10,360,475,,RW09,,URGA1C,,DUBAX R325 URGAD
THA130,A320,VTBS,VTCT,2025-12-23 01:10,360,455,RW02R,RW03,UGUV1H,,R03,UGUVO Y27 IKISU W22 BENVI
TLM532,B739,VTBD,VTCT,2025-12-23 01:10,340,450,RW21L,RW03,UGUV3C,,R03,UGUVO Y27 IKISU W22 BENVI
UZB532,B788,VTBS,UZTT,2025-12-23 01:10,340,460,RW02R,,NUNL1S,,,IGONI L507 LUDVI
ACA66,B789,VTBS,CYVR,2025-12-23 01:15,330,515,RW02R,,SELK1S,,,RUKSA Y13 GRASO Y20 UBL A1 BUTRA
AXM819,A320,VTSP,WMKK,2025-12-23 01:15,330,450,RW09,,REBE1A,,,REBED B579 DALAN
BKP251,AT76,VTSM,VTSP,2025-12-23 01:15,140,265,RW35,RW09,ENRA1B,SAVS1C,,DORNA W32 SAPUD Y8 SAVSA
BKP965,A319,VTSM,WSSS,2025-12-23 01:15,370,420,RW35,,RUMV1B,,,RUMVA Y95 IKOGA Y24 PASVA
KME701,A320,VDTI,VTBS,2025-12-23 01:15,300,455,,RW01,,TUMG1D,R01,VAPVU P629 NUGPA
QTR831,B77W,VTBS,OTHH,2025-12-23 01:15,320,515,RW02R,,PAST1H,,,PASTO L301 TANEK
SIA708,B78X,WSSS,VTBS,2025-12-23 01:15,380,500,,RW01,,TUMG1D,R01,ABTOK M644 ALUMO Y12 ALEMI
SPAR14,A320,VTBD,VTCC,2025-12-23 01:15,240,255,RW21L,RW36,OLVU3C,MARN2A,R36,OLVUK Y26 MARNI
TAX614,A333,VTBD,RJBB,2025-12-23 01:15,410,490,RW21L,,UPKU3C,,,UPKUP Y16 BUTRA
THA600,B77W,VTBS,VHHH,2025-12-23 01:15,410,505,RW02R,,LIPL1S,,,LIPLI Y16 BUTRA
THA632,B77W,VTBS,RCTP,2025-12-23 01:15,370,500,RW02R,,LIPL1S,,,LIPLI Y16 BUTRA
THA672,B77W,VTBS,RJBB,2025-12-23 01:15,330,500,RW02R,,LIPL1S,,,LIPLI Y16 BUTRA
THA676,B77W,VTBS,RJAA,2025-12-23 01:15,330,510,RW02R,,LIPL1S,,,LIPLI Y16 BUTRA
TVJ415,A320,VTSP,VTCC,2025-12-23 01:15,340,460,RW09,RW36,IGEV1A,MARN2A,R36,IGEVI Y5 EGUBO Y99 BKK Y26 MARNI
AFL644,B738,UHWW,VTBS,2025-12-23 01:20,360,440,,RW01,,NORT1D,R01,VTN R470 UDN W21 NOBER
AIQ3037,A320,VTBD,VTSP,2025-12-23 01:20,360,455,RW21L,RW09,SABI3C,SAVS1C,,SABIS Y8 SAVSA
AIQ3511,A320,VTUI,VTBD,2025-12-23 01:20,320,450,RW05,RW21R,OMNI,ENDU3A,R21R,Y22/Y23 KKN Y23 KRT Y20 UBLOD DCT ENDUU
CSN362,A21N,VTBS,ZGGG,2025-12-23 01:20,330,465,RW02R,,SELK1H,,,SELKA A1 SANOT Y15 GUROK A202 SAV
DKH1323,A320,ZSPD,VTSP,2025-12-23 01:20,340,455,,RW09,,SAVS1C,,SAV A202 RAMEI W42 MENEX Y8 SAVSA
MAS102,B38M,WMKK,VGHS,2025-12-23 01:20,340,470,,,,,,RIGTO M769 SORTO M626 EKAVO
MAS170,B38M,WMKK,VNKT,2025-12-23 01:20,360,470,,,,,,DUBAX R325 PUT L515 IKULA
QTR843,B77W,VTSP,OTHH,2025-12-23 01:20,360,495,RW09,,UBNE1A,,,UBNEN L645 SAPAM
TGW606,E290,WSSS,VTBS,2025-12-23 01:20,400,495,,RW01,,TUMG1D,R01,ABTOK M644 ALUMO Y12 ALEMI
THA433,A333,VTBS,WIII,2025-12-23 01:20,410,455,RW02R,,BUT1H,,,BUT Y11 PASVA
THA461,A359,VTBS,YMML,2025-12-23 01:20,370,490,RW02R,,BUT1H,,,BUT M904 TIDAR
UAL820,B789,VHHH,VTBS,2025-12-23 01:20,380,465,,RW01,,EAST1D,R01,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
ABY822,A20N,VTBS,OMSJ,2025-12-23 01:25,280,490,RW02R,,PAST1H,,,PASTO L301 TANEK
AIQ3203,A20N,VTBD,VTCT,2025-12-23 01:25,360,455,RW21L,RW03,UGUV3C,,R03,UGUVO Y27 IKISU W22 BENVI
AIQ3523,A320,VTUO,VTBD,2025-12-23 01:25,240,405,RW22,RW21R,OMNI,ENDU3A,R21R,W38 RAMEI Y20 UBLOD DCT ENDUU
AIQ3567,A320,VTUV,VTBD,2025-12-23 01:25,280,430,RW18,RW21R,ANKI1A,ENDU3A,R21R,W38 RAMEI Y20 UBLOD DCT ENDUU
DKH1359,A320,ZSPD,VTBS,2025-12-23 01:25,340,450,,RW01,,EAST1D,R01,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
MMA365,A319,VTBD,VYYY,2025-12-23 01:25,320,475,RW21L,,TARE3C,,,TARED P646 BETNO
PAL730,B77W,RPLL,VTBS,2025-12-23 01:25,340,495,,RW01,,TUMG1D,R01,TUPGO M633 DULEM DCT GOMES
QTR851,B77W,VTSP,OTHH,2025-12-23 01:25,320,505,RW09,,UBNE1A,,,UBNEN L645 SAPAM
SJX741,A359,RCTP,VTBS,2025-12-23 01:25,400,465,,RW01,,EAST1D,R01,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
THA041,A320,VTUK,VTBS,2025-12-23 01:25,240,505,RW21,RW01,EMRU1B,EAST1D,R01,Y22/Y23 KKN Y23 KRT Y20 UBLOD DCT EASTE
THA484,B788,YPPH,VTBS,2025-12-23 01:25,400,500,,RW01,,TUMG1D,R01,ABTOK M644 ALUMO Y12 ALEMI
TLM703,B738,VTSS,VTBD,2025-12-23 01:25,360,450,RW26,RW21R,DAND1C,SABA3A,R21R,DANDO M769 GOKEX Y96 EMTIX Y99 HOTEL DCT SABAI
AIQ240,A20N,VTBD,ROAH,2025-12-23 01:30,370,470,RW21L,,UPKU3C,,,UPKUP Y16 BUTRA
AIQ3309,A320,VTPP,VTBD,2025-12-23 01:30,230,435,RW32,RW21R,PEBL1B,NAKO3A,R21R,PEBLI Y28 BLAFF DCT NAKON
AIQ3370,A20N,VTBD,VTUU,2025-12-23 01:30,350,455,RW21L,RW05,ROBK3C,VENP1C,R05,ROBKA A1
AIQ3438,A21N,VTCC,VTBD,2025-12-23 01:30,330,460,RW36,RW21R,PANT2C,NAKO3A,R21R,PANTA Y7 BLAFF DCT NAKON
AIQ4202,A320,VTBS,VTSS,2025-12-23 01:30,350,450,RW02R,RW26,KASN1H,OBLE1A,R26,KASNI M757 OBLEX
BKP106,A319,VTSM,VTBS,2025-12-23 01:30,340,455,RW35,RW01,OLBA1B,LEBI1D,R01,OLBAG Y17 DONSI M769 LEBIM
CDG2483,B738,ZSQD,VTBS,2025-12-23 01:30,360,430,,RW01,,NORT1D,R01,VTN R470 UDN W21 NOBER
CSN8355,B738,ZGOW,VTBS,2025-12-23 01:30,300,450,,RW01,,EAST1D,R01,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
CTJ3859,B738,ZUCK,VTBS,2025-12-23 01:30,300,450,,RW01,,NORT1D,R01,VTN R470 UDN W21 NOBER
MMA337,E190,VYMD,VTBS,2025-12-23 01:30,370,465,,RW01,,WILA1D,R01,LUDVI L507 IGONI
MTL160,E135,VTBD,VTUD,2025-12-23 01:30,170,225,RW21L,RW30,ROBK3C,ANPU1C,R30,ROBKA A1 SELKA Y14 KRT Y23 KKN Y23/Y22
NOK521,B738,VTSP,VTBD,2025-12-23 01:30,370,445,RW09,RW21R,IGEV1A,SABA3A,R21R,IGEVI Y5 EGUBO Y99 HOTEL DCT SABAI
OMS464,A21N,VTBS,OOMS,2025-12-23 01:30,320,480,RW02R,,PAST1H,,,PASTO L301 TANEK
THA003,A21N,VTUD,VTBS,2025-12-23 01:30,260,490,RW12,RW01,ANPU1B,EAST1D,R01,Y22/Y23 KKN Y23 KRT Y20 UBLOD DCT EASTE
THA323,A320,VTBS,VIDP,2025-12-23 01:30,340,470,RW02R,,TARE1H,,,TARED P646 BETNO
THA475,A359,VTBS,YSSY,2025-12-23 01:30,370,480,RW02R,,BUT1H,,,BUT M904 TIDAR
TVJ131,B38M,VTCT,VTBS,2025-12-23 01:30,350,475,RW21,RW01,DUBE1B,NORT1D,R01,DUBEN Y28 BLAFF DCT NORTA
TVJ200,B38M,VTBS,VTUD,2025-12-23 01:30,270,465,RW02R,RW30,SELK1H,ANPU1C,R30,SELKA Y14 KRT Y23 KKN Y23/Y22
TVJ720,A320,VTBS,VDTI,2025-12-23 01:30,310,430,RW02R,,GOME1S,,,GOMES N506 BOKAK
AIQ3103,A320,VTSS,VTBD,2025-12-23 01:35,380,455,RW26,RW21R,DAND1C,SABA3A,R21R,DANDO M769 GOKEX Y96 EMTIX Y99 HOTEL DCT SABAI
AXM891,A320,VTBD,WMKK,2025-12-23 01:35,370,450,RW21L,,KIGO3C,,,KIGOB Y11 PASVA
CSC3930,A21N,VTSP,ZUTF,2025-12-23 01:35,330,450,RW09,,EMRI1A,,,EMRIT Y99 BKK Y27 IBUBU W25 NAN R215 TOMIP
MMA377,A319,VTCC,VYYY,2025-12-23 01:35,180,250,RW36,,PUMA2C,,,PUMAM A581 BOMAS
QTR935,B77W,RPLL,OTHH,2025-12-23 01:35,340,490,,,,,,TUPGO M633 TANEK
THA683,A359,RJTT,VTBS,2025-12-23 01:35,380,465,,RW01,,EAST1D,R01,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
TLM506,B738,VTBD,VTCC,2025-12-23 01:35,320,445,RW21L,RW36,OLVU3C,MARN2A,R36,OLVUK Y26 MARNI
TLM704,B738,VTBD,VTSS,2025-12-23 01:35,350,460,RW21L,RW26,KASN3C,OBLE1A,R26,KASNI M757 OBLEX
TVJ101,B38M,VTCC,VTBS,2025-12-23 01:35,350,470,RW36,RW01,PANT2C,NORT1D,R01,PANTA Y7 BLAFF DCT NORTA
AIQ3038,A320,VTSP,VTBD,2025-12-23 01:40,370,460,RW09,RW21R,IGEV1A,SABA3A,R21R,IGEVI Y5 EGUBO Y99 HOTEL DCT SABAI
AIQ4151,A320,VTCT,VTBS,2025-12-23 01:40,370,450,RW21,RW01,DUBE1B,NORT1D,R01,DUBEN Y28 BLAFF DCT NORTA
AIQ4351,A320,VTUD,VTBS,2025-12-23 01:40,300,425,RW12,RW01,ANPU1B,EAST1D,R01,Y22/Y23 KKN Y23 KRT Y20 UBLOD DCT EASTE
CSC9105,A21N,ZGSZ,VTBS,2025-12-23 01:40,300,470,,RW01,,EAST1D,R01,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
HVN601,A321,VVTS,VTBS,2025-12-23 01:40,360,460,,RW01,,TUMG1D,R01,VAPVU P629 NUGPA
MMA231,A319,VYYY,WSSS,2025-12-23 01:40,350,460,,,,,,EKAVO M626 IKOGA DCT PASVA
SIA723,B38M,VTSP,WSSS,2025-12-23 01:40,350,450,RW09,,EPGO1A,,,EPGOT W14 HTY A334 PASVA
THA021,A320,VTUU,VTBS,2025-12-23 01:40,280,475,RW05,RW01,ASAB1B,EAST1D,R01,Y20 GRASO Y13 RUKSA DCT EASTE
TVJ211,B38M,VTUK,VTBS,2025-12-23 01:40,300,480,RW21,RW01,EMRU1B,EAST1D,R01,Y22/Y23 KKN Y23 KRT Y20 UBLOD DCT EASTE
AIQ3200,A320,VTCT,VTBD,2025-12-23 01:45,370,450,RW21,RW21R,DUBE1B,NAKO3A,R21R,DUBEN Y28 BLAFF DCT NAKON
AIQ3236,A21N,VTSB,VTBD,2025-12-23 01:45,350,470,RW04,RW21R,NIXE1D,SABA3A,R21R,NIXET Y99 HOTEL DCT SABAI
AIQ518,A320,VTBD,VHHH,2025-12-23 01:45,370,465,RW21L,,UPKU3C,,,UPKUP Y16 BUTRA
CCA413,A21N,ZUTF,VTSP,2025-12-23 01:45,320,470,,RW09,,IGEV1C,,VTN R470 ELNET
CEB929,A21N,RPLL,VTBS,2025-12-23 01:45,400,440,,RW01,,TUMG1D,R01,TUPGO M633 DULEM DCT GOMES
THA260,A320,VTSS,VTBS,2025-12-23 01:45,360,465,RW26,RW01,DAND1C,LEBI1D,R01,DANDO M769 LEBIM
THA415,B789,VTBS,WMKK,2025-12-23 01:45,370,490,RW02R,,KASN1H,,,KASNI M757 KARMI
AIC2333,A20N,VTBS,VIDP,2025-12-23 01:50,360,460,RW02R,,TARE1H,,,TARED P646 BETNO
AIQ4100,A320,VTBS,VTCC,2025-12-23 01:50,340,450,RW02R,RW36,OLVU1H,MARN2A,R36,OLVUK Y26 MARNI
BKP212,AT76,VTPO,VTBS,2025-12-23 01:50,170,250,RW18,RW01,PEBL1C,NORT1D,R01,PEBLI Y28 BLAFF DCT NORTA
BKP241,A319,VTSM,VTCC,2025-12-23 01:50,360,450,RW35,RW36,OLBA1B,MARN2A,R36,OLBAG Y17 DONSI M769 BKK Y26 MARNI
BKP451,AT76,VTBD,VTSM,2025-12-23 01:50,150,260,RW21L,RW17,KASN3C,,R17,KASNI M757 MABKO W33 SMU
CCA403,B38M,ZUTF,WSSS,2025-12-23 01:50,350,460,,,,,,VTN R470 UDN W21 BKK M904 BUT Y11 PASVA
CCA465,B38M,ZUTF,VTBS,2025-12-23 01:50,360,465,,RW01,,NORT1D,R01,VTN R474 CMP W21 NOBER
